GPK	Medication	Shape	Route	DoseType	Dep	CVL	PVL	DiluentVol	ExpansionVol	Diluents
167002	ciprofloxacine infvlst 2mg/ml	infusievloeistof	iv		ICK			0		
167002	ciprofloxacine infvlst 2mg/ml	infusievloeistof	iv		NEO			0		
1465	clemastine injvlst 1mg/ml	injectievloeistof	im		ICC			0		
1465	clemastine injvlst 1mg/ml	injectievloeistof	im		ICK			0		
1465	clemastine injvlst 1mg/ml	injectievloeistof	im		NEO			0		
1465	clemastine injvlst 1mg/ml	injectievloeistof	iv		ICC			0		
1465	clemastine injvlst 1mg/ml	injectievloeistof	iv		ICK			0		
1465	clemastine injvlst 1mg/ml	injectievloeistof	iv		NEO			0		
14079	clindamycine injvlst 150mg/ml	injectievloeistof	im		ICC			0		
14079	clindamycine injvlst 150mg/ml	injectievloeistof	im		ICK			0		
14079	clindamycine injvlst 150mg/ml	injectievloeistof	im		NEO			0		
14079	clindamycine injvlst 150mg/ml	injectievloeistof	iv		ICC			0		
14079	clindamycine injvlst 150mg/ml	injectievloeistof	iv		ICK			0		
14079	clindamycine injvlst 150mg/ml	injectievloeistof	iv		NEO			0		
10286	clonazepam injopl conc 1mg/ml	concentraat voor oplossing voor injectie	im		ICC			0		
10286	clonazepam injopl conc 1mg/ml	concentraat voor oplossing voor injectie	im		ICK			0		
10286	clonazepam injopl conc 1mg/ml	concentraat voor oplossing voor injectie	im		NEO			0		
10286	clonazepam injopl conc 1mg/ml	concentraat voor oplossing voor injectie	iv		ICC			0		
10286	clonazepam injopl conc 1mg/ml	concentraat voor oplossing voor injectie	iv		ICK			0		
10286	clonazepam injopl conc 1mg/ml	concentraat voor oplossing voor injectie	iv		NEO			0		
5533	clonidine injvlst 0,15mg/ml	injectievloeistof	im		ICC			0		
5533	clonidine injvlst 0,15mg/ml	injectievloeistof	im		ICK			0		
5533	clonidine injvlst 0,15mg/ml	injectievloeistof	im		NEO			0		
5533	clonidine injvlst 0,15mg/ml	injectievloeistof	iv		ICC			0		
5533	clonidine injvlst 0,15mg/ml	injectievloeistof	iv		ICK			0		
5533	clonidine injvlst 0,15mg/ml	injectievloeistof	iv		NEO			0		
121576	coffeine injvlst 10mg/ml (base)	injectievloeistof	im		ICC			0		
121576	coffeine injvlst 10mg/ml (base)	injectievloeistof	im		ICK			0		
121576	coffeine injvlst 10mg/ml (base)	injectievloeistof	im		NEO			0		
121576	coffeine injvlst 10mg/ml (base)	injectievloeistof	iv		ICC			0		
121576	coffeine injvlst 10mg/ml (base)	injectievloeistof	iv		ICK			0		
121576	coffeine injvlst 10mg/ml (base)	injectievloeistof	iv		NEO			0		
139882	colistine infusiepoeder 1.000.000ie	poeder voor oplossing voor infusie	iv		ICC			3		NaCl 0,9%;water
139882	colistine infusiepoeder 1.000.000ie	poeder voor oplossing voor infusie	iv		ICK			3		NaCl 0,9%;water
139882	colistine infusiepoeder 1.000.000ie	poeder voor oplossing voor infusie	iv		NEO			3		NaCl 0,9%;water
85278	corticoreline pdr v injvlst 100ug	poeder voor injectievloeistof	iv		ICC			1		water;NaCl 0,9%l;zoutzuur
85278	corticoreline pdr v injvlst 100ug	poeder voor injectievloeistof	iv		ICK			1		water;NaCl 0,9%l;zoutzuur
85278	corticoreline pdr v injvlst 100ug	poeder voor injectievloeistof	iv		NEO			1		water;NaCl 0,9%l;zoutzuur
3387	cotrimoxazol 96 infopl conc 16/80mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0		
3387	cotrimoxazol 96 infopl conc 16/80mg/ml	concentraat voor oplossing voor infusie	iv		ICK			0		
3387	cotrimoxazol 96 infopl conc 16/80mg/ml	concentraat voor oplossing voor infusie	iv		NEO			0		
28606	cyanocobalamine injvlst 1mg/ml	injectievloeistof	im		ICC			0		
28606	cyanocobalamine injvlst 1mg/ml	injectievloeistof	im		ICK			0		
28606	cyanocobalamine injvlst 1mg/ml	injectievloeistof	im		NEO			0		
164348	cytomegalie-immunoglobuline infvls 100e/ml	infusievloeistof	iv		ICC			0		
164348	cytomegalie-immunoglobuline infvls 100e/ml	infusievloeistof	iv		ICK			0		
164348	cytomegalie-immunoglobuline infvls 100e/ml	infusievloeistof	iv		NEO			0		
133744	dalteparine injvlst 10.000ie/ml	injectievloeistof	iv		ICC			0		
133744	dalteparine injvlst 10.000ie/ml	injectievloeistof	iv		ICK			0		
133744	dalteparine injvlst 10.000ie/ml	injectievloeistof	iv		NEO			0		
77054	dalteparine injvlst 12.500ie/ml	injectievloeistof	iv		ICC			0		
77054	dalteparine injvlst 12.500ie/ml	injectievloeistof	iv		ICK			0		
77054	dalteparine injvlst 12.500ie/ml	injectievloeistof	iv		NEO			0		
77062	dalteparine injvlst 25.000ie/ml	injectievloeistof	iv		ICC			0		
77062	dalteparine injvlst 25.000ie/ml	injectievloeistof	iv		ICK			0		
77062	dalteparine injvlst 25.000ie/ml	injectievloeistof	iv		NEO			0		
87033	danaparoide injvlst 1250axa-e/ml	injectievloeistof	iv		ICC			0		
87033	danaparoide injvlst 1250axa-e/ml	injectievloeistof	iv		ICK			0		
87033	danaparoide injvlst 1250axa-e/ml	injectievloeistof	iv		NEO			0		
75779	dantroleen pdr v injvlst 20mg	poeder voor injectievloeistof	iv		ICC			60		water
75779	dantroleen pdr v injvlst 20mg	poeder voor injectievloeistof	iv		ICK			60		water
75779	dantroleen pdr v injvlst 20mg	poeder voor injectievloeistof	iv		NEO			60		water
132101	daptomycine pdr inj/infopl 500mg	poeder voor injectie/infusieoplossing	iv		ICC			10		NaCl 0,9%
132101	daptomycine pdr inj/infopl 500mg	poeder voor injectie/infusieoplossing	iv		ICK			10		NaCl 0,9%
132101	daptomycine pdr inj/infopl 500mg	poeder voor injectie/infusieoplossing	iv		NEO			10		NaCl 0,9%
113395	darbepoetine alfa injvlst 25ug/ml	injectievloeistof	iv		ICC			0		
113395	darbepoetine alfa injvlst 25ug/ml	injectievloeistof	iv		ICK			0		
113395	darbepoetine alfa injvlst 25ug/ml	injectievloeistof	iv		NEO			0		
113409	darbepoetine alfa injvlst 40ug/ml	injectievloeistof	iv		ICC			0		
113409	darbepoetine alfa injvlst 40ug/ml	injectievloeistof	iv		ICK			0		
113409	darbepoetine alfa injvlst 40ug/ml	injectievloeistof	iv		NEO			0		
113417	darbepoetine alfa injvlst 100ug/ml	injectievloeistof	iv		ICC			0		
113417	darbepoetine alfa injvlst 100ug/ml	injectievloeistof	iv		ICK			0		
113417	darbepoetine alfa injvlst 100ug/ml	injectievloeistof	iv		NEO			0		
113425	darbepoetine alfa injvlst 200ug/ml	injectievloeistof	iv		ICC			0		
113425	darbepoetine alfa injvlst 200ug/ml	injectievloeistof	iv		ICK			0		
113425	darbepoetine alfa injvlst 200ug/ml	injectievloeistof	iv		NEO			0		
105627	deferoxamine injectiepoeder 500mg	poeder voor injectievloeistof	im		ICC			2		water
105627	deferoxamine injectiepoeder 500mg	poeder voor injectievloeistof	im		ICK			2		water
105627	deferoxamine injectiepoeder 500mg	poeder voor injectievloeistof	im		NEO			2		water
105627	deferoxamine injectiepoeder 500mg	poeder voor injectievloeistof	iv		ICC			5		water
105627	deferoxamine injectiepoeder 500mg	poeder voor injectievloeistof	iv		ICK			5		water
105627	deferoxamine injectiepoeder 500mg	poeder voor injectievloeistof	iv		NEO			5		water
151505	defibrotide infopl conc 80mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0		
151505	defibrotide infopl conc 80mg/ml	concentraat voor oplossing voor infusie	iv		ICK			0		
151505	defibrotide infopl conc 80mg/ml	concentraat voor oplossing voor infusie	iv		NEO			0		
40916	desmopressine injvlst 4ug/ml	injectievloeistof	im		ICC			0		
40916	desmopressine injvlst 4ug/ml	injectievloeistof	im		ICK			0		
40916	desmopressine injvlst 4ug/ml	injectievloeistof	im		NEO			0		
40916	desmopressine injvlst 4ug/ml	injectievloeistof	iv		ICC			0		
40916	desmopressine injvlst 4ug/ml	injectievloeistof	iv		ICK			0		
40916	desmopressine injvlst 4ug/ml	injectievloeistof	iv		NEO			0		
104884	desmopressine injvlst 15ug/ml	injectievloeistof	iv		ICC			0		
104884	desmopressine injvlst 15ug/ml	injectievloeistof	iv		ICK			0		
104884	desmopressine injvlst 15ug/ml	injectievloeistof	iv		NEO			0		
52388	dexamethason injvlst 4mg/ml (base)	injectievloeistof	im		ICC			0		
52388	dexamethason injvlst 4mg/ml (base)	injectievloeistof	im		ICK			0		
52388	dexamethason injvlst 4mg/ml (base)	injectievloeistof	im		NEO			0		
52388	dexamethason injvlst 4mg/ml (base)	injectievloeistof	iv		ICC			0		
52388	dexamethason injvlst 4mg/ml (base)	injectievloeistof	iv		ICK			0		
52388	dexamethason injvlst 4mg/ml (base)	injectievloeistof	iv		NEO			0		
60402	dexamethason injvlst 20mg/ml (base)	injectievloeistof	iv		ICC			0		
60402	dexamethason injvlst 20mg/ml (base)	injectievloeistof	iv		ICK			0		
60402	dexamethason injvlst 20mg/ml (base)	injectievloeistof	iv		NEO			0		
138177	dexmedetomidine infopl conc 100ug/ml	concentraat voor oplossing voor infusie	iv		ICC			0		
138177	dexmedetomidine infopl conc 100ug/ml	concentraat voor oplossing voor infusie	iv		ICK			0		
138177	dexmedetomidine infopl conc 100ug/ml	concentraat voor oplossing voor infusie	iv		NEO			0		
1961	diazepam injvlst 5mg/ml	injectievloeistof	im		ICC			0		
1961	diazepam injvlst 5mg/ml	injectievloeistof	im		ICK			0		
1961	diazepam injvlst 5mg/ml	injectievloeistof	im		NEO			0		
1961	diazepam injvlst 5mg/ml	injectievloeistof	iv		ICC			0		
1961	diazepam injvlst 5mg/ml	injectievloeistof	iv		ICK			0		
1961	diazepam injvlst 5mg/ml	injectievloeistof	iv		NEO			0		
112852	diclofenac-natrium injvlst 25mg/ml	injectievloeistof	im		ICC			0		
112852	diclofenac-natrium injvlst 25mg/ml	injectievloeistof	im		ICK			0		
112852	diclofenac-natrium injvlst 25mg/ml	injectievloeistof	im		NEO			0		
112852	diclofenac-natrium injvlst 25mg/ml	injectievloeistof	iv		ICC			0		
112852	diclofenac-natrium injvlst 25mg/ml	injectievloeistof	iv		ICK			0		
112852	diclofenac-natrium injvlst 25mg/ml	injectievloeistof	iv		NEO			0		
6238	digoxine injvlst 0,25mg/ml	injectievloeistof	iv		ICC			0		
6238	digoxine injvlst 0,25mg/ml	injectievloeistof	iv		ICK			0		
6238	digoxine injvlst 0,25mg/ml	injectievloeistof	iv		NEO			0		
97713	dobutamine infopl conc 12,5mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0		
97713	dobutamine infopl conc 12,5mg/ml	concentraat voor oplossing voor infusie	iv		ICK			0		
97713	dobutamine infopl conc 12,5mg/ml	concentraat voor oplossing voor infusie	iv		NEO			0		
111414	dobutamine infvlst 5mg/ml	infusievloeistof	iv		ICC			0		
111414	dobutamine infvlst 5mg/ml	infusievloeistof	iv		ICK			0		
111414	dobutamine infvlst 5mg/ml	infusievloeistof	iv		NEO			0		
16438	dopamine infopl conc 40mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0		
16438	dopamine infopl conc 40mg/ml	concentraat voor oplossing voor infusie	iv		ICK			0		
16438	dopamine infopl conc 40mg/ml	concentraat voor oplossing voor infusie	iv		NEO			0		
2089	doxycycline injvlst 20mg/ml	injectievloeistof	iv		ICC			0		
2089	doxycycline injvlst 20mg/ml	injectievloeistof	iv		ICK			0		
2089	doxycycline injvlst 20mg/ml	injectievloeistof	iv		NEO			0		
2496	droperidol injvlst 2,5mg/ml	injectievloeistof	iv		ICC			0		
2496	droperidol injvlst 2,5mg/ml	injectievloeistof	iv		ICK			0		
2496	droperidol injvlst 2,5mg/ml	injectievloeistof	iv		NEO			0		
2496	droperidol injvlst 2,5mg/ml	injectievloeistof	im		ICC			0		
2496	droperidol injvlst 2,5mg/ml	injectievloeistof	im		ICK			0		
2496	droperidol injvlst 2,5mg/ml	injectievloeistof	im		NEO			0		
166596	eculizumab infopl conc 10mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0		
166596	eculizumab infopl conc 10mg/ml	concentraat voor oplossing voor infusie	iv		ICK			0		
166596	eculizumab infopl conc 10mg/ml	concentraat voor oplossing voor infusie	iv		NEO			0		
139955	efedrine injvlst 5mg/ml	injectievloeistof	im		ICC			0		
139955	efedrine injvlst 5mg/ml	injectievloeistof	im		ICK			0		
139955	efedrine injvlst 5mg/ml	injectievloeistof	im		NEO			0		
139955	efedrine injvlst 5mg/ml	injectievloeistof	iv		ICC			0		
139955	efedrine injvlst 5mg/ml	injectievloeistof	iv		ICK			0		
139955	efedrine injvlst 5mg/ml	injectievloeistof	iv		NEO			0		
114081	epoetine beta injvlst 6.667ie/ml	injectievloeistof	iv		ICC			0		
114081	epoetine beta injvlst 6.667ie/ml	injectievloeistof	iv		ICK			0		
114081	epoetine beta injvlst 6.667ie/ml	injectievloeistof	iv		NEO			0		
114111	epoetine beta injvlst 13.333ie/ml	injectievloeistof	iv		ICC			0		
114111	epoetine beta injvlst 13.333ie/ml	injectievloeistof	iv		ICK			0		
114111	epoetine beta injvlst 13.333ie/ml	injectievloeistof	iv		NEO			0		
114138	epoetine beta injvlst 20.000ie/ml	injectievloeistof	iv		ICC			0		
114138	epoetine beta injvlst 20.000ie/ml	injectievloeistof	iv		ICK			0		
114138	epoetine beta injvlst 20.000ie/ml	injectievloeistof	iv		NEO			0		
87920	epoprostenol infusiepoeder 500ug	poeder voor oplossing voor infusie	iv		ICC			10		solvens
87920	epoprostenol infusiepoeder 500ug	poeder voor oplossing voor infusie	iv		ICK			10		solvens
87920	epoprostenol infusiepoeder 500ug	poeder voor oplossing voor infusie	iv		NEO			10		solvens
129917	eptacog alfa geactiveerd injectiepdr 1mg	poeder voor injectievloeistof	iv		ICC			1		solvens
129917	eptacog alfa geactiveerd injectiepdr 1mg	poeder voor injectievloeistof	iv		ICK			1		solvens
129917	eptacog alfa geactiveerd injectiepdr 1mg	poeder voor injectievloeistof	iv		NEO			1		solvens
129925	eptacog alfa geactiveerd injectiepdr 2mg	poeder voor injectievloeistof	iv		ICC			2		solvens
129925	eptacog alfa geactiveerd injectiepdr 2mg	poeder voor injectievloeistof	iv		ICK			2		solvens
129925	eptacog alfa geactiveerd injectiepdr 2mg	poeder voor injectievloeistof	iv		NEO			2		solvens
115428	ertapenem infusiepoeder 1g	poeder voor oplossing voor infusie	iv		ICC			10		water;NaCl 0,9%
115428	ertapenem infusiepoeder 1g	poeder voor oplossing voor infusie	iv		ICK			10		water;NaCl 0,9%
115428	ertapenem infusiepoeder 1g	poeder voor oplossing voor infusie	iv		NEO			10		water;NaCl 0,9%
73318	erytromycine pdr v infvlst 1g	poeder voor oplossing voor infusie	iv		ICC			20		water
73318	erytromycine pdr v infvlst 1g	poeder voor oplossing voor infusie	iv		ICK			20		water
73318	erytromycine pdr v infvlst 1g	poeder voor oplossing voor infusie	iv		NEO			20		water
107034	esketamine injvlst 5mg/ml	injectievloeistof	im		ICC			0		
107034	esketamine injvlst 5mg/ml	injectievloeistof	im		ICK			0		
107034	esketamine injvlst 5mg/ml	injectievloeistof	im		NEO			0		
107034	esketamine injvlst 5mg/ml	injectievloeistof	iv		ICC			0		
107034	esketamine injvlst 5mg/ml	injectievloeistof	iv		ICK			0		
107034	esketamine injvlst 5mg/ml	injectievloeistof	iv		NEO			0		
107042	esketamine injvlst 25mg/ml	injectievloeistof	im		ICC			0		
107042	esketamine injvlst 25mg/ml	injectievloeistof	im		ICK			0		
107042	esketamine injvlst 25mg/ml	injectievloeistof	im		NEO			0		
107042	esketamine injvlst 25mg/ml	injectievloeistof	iv		ICC			0		
107042	esketamine injvlst 25mg/ml	injectievloeistof	iv		ICK			0		
107042	esketamine injvlst 25mg/ml	injectievloeistof	iv		NEO			0		
174904	esmolol infusiepoeder 2500mg	poeder voor oplossing voor infusie	iv		ICC			50		NaCl 0,9%;glucose 5%
174904	esmolol infusiepoeder 2500mg	poeder voor oplossing voor infusie	iv		ICK			50		NaCl 0,9%;glucose 5%
174904	esmolol infusiepoeder 2500mg	poeder voor oplossing voor infusie	iv		NEO			50		NaCl 0,9%;glucose 5%
93351	esmolol injvlst 10mg/ml	injectievloeistof	iv		ICC			0		
93351	esmolol injvlst 10mg/ml	injectievloeistof	iv		ICK			0		
93351	esmolol injvlst 10mg/ml	injectievloeistof	iv		NEO			0		
138347	esomeprazol pdr inj/infopl 40mg	poeder voor injectie/infusieoplossing	iv		ICC			5		NaCl 0,9%
138347	esomeprazol pdr inj/infopl 40mg	poeder voor injectie/infusieoplossing	iv		ICK			5		NaCl 0,9%
138347	esomeprazol pdr inj/infopl 40mg	poeder voor injectie/infusieoplossing	iv		NEO			5		NaCl 0,9%
151475	ethanol injvlst 0,96ml/ml	injectievloeistof	iv		ICC			0		
151475	ethanol injvlst 0,96ml/ml	injectievloeistof	iv		ICK			0		
151475	ethanol injvlst 0,96ml/ml	injectievloeistof	iv		NEO			0		
99228	etomidaat injectie-emulsie 2mg/ml	emulsie voor injectie	iv		ICC			0		
99228	etomidaat injectie-emulsie 2mg/ml	emulsie voor injectie	iv		ICK			0		
99228	etomidaat injectie-emulsie 2mg/ml	emulsie voor injectie	iv		NEO			0		
11371	etomidaat injvlst 2mg/ml	injectievloeistof	iv		ICC			0		
11371	etomidaat injvlst 2mg/ml	injectievloeistof	iv		ICK			0		
11371	etomidaat injvlst 2mg/ml	injectievloeistof	iv		NEO			0		
104817	fenobarbital injvlst 100mg/ml	injectievloeistof	iv		ICC			0		
104817	fenobarbital injvlst 100mg/ml	injectievloeistof	iv		ICK			0		
104817	fenobarbital injvlst 100mg/ml	injectievloeistof	iv		NEO			0		
15334	fentanyl injvlst 0,05mg/ml	injectievloeistof	iv		ICC			0		
15334	fentanyl injvlst 0,05mg/ml	injectievloeistof	iv		ICK			0		
15334	fentanyl injvlst 0,05mg/ml	injectievloeistof	iv		NEO			0		
582	fentolamine injvlst 10mg/ml	injectievloeistof	im		ICC			0		
582	fentolamine injvlst 10mg/ml	injectievloeistof	im		ICK			0		
582	fentolamine injvlst 10mg/ml	injectievloeistof	im		NEO			0		
582	fentolamine injvlst 10mg/ml	injectievloeistof	iv		ICC			0		
582	fentolamine injvlst 10mg/ml	injectievloeistof	iv		ICK			0		
582	fentolamine injvlst 10mg/ml	injectievloeistof	iv		NEO			0		
172596	fenylefrine inj/infopl conc 10mg/ml (als hcl)	concentraat voor oplossing voor injectie/infusie	iv		ICC			0		
172596	fenylefrine inj/infopl conc 10mg/ml (als hcl)	concentraat voor oplossing voor injectie/infusie	iv		ICK			0		
172596	fenylefrine inj/infopl conc 10mg/ml (als hcl)	concentraat voor oplossing voor injectie/infusie	iv		NEO			0		
52590	fenytoine injvlst na-zout 50mg/ml	injectievloeistof	iv		ICC			0		
52590	fenytoine injvlst na-zout 50mg/ml	injectievloeistof	iv		ICK			0		
52590	fenytoine injvlst na-zout 50mg/ml	injectievloeistof	iv		NEO			0		
131040	ferricarboxymaltose injvlst 50mgfe/ml	injectievloeistof	iv		ICC			0		
131040	ferricarboxymaltose injvlst 50mgfe/ml	injectievloeistof	iv		ICK			0		
131040	ferricarboxymaltose injvlst 50mgfe/ml	injectievloeistof	iv		NEO			0		
103314	ferrioxidesaccharaat injvlst 20mgfe/ml	injectievloeistof	iv		ICC			0		
103314	ferrioxidesaccharaat injvlst 20mgfe/ml	injectievloeistof	iv		ICK			0		
103314	ferrioxidesaccharaat injvlst 20mgfe/ml	injectievloeistof	iv		NEO			0		
152269	fibrinogeen pdr inj/infopl 1g	poeder voor injectie/infusieoplossing	iv		ICC			50		solvens
152269	fibrinogeen pdr inj/infopl 1g	poeder voor injectie/infusieoplossing	iv		ICK			50		solvens
152269	fibrinogeen pdr inj/infopl 1g	poeder voor injectie/infusieoplossing	iv		NEO			50		solvens
83526	filgrastim injvlst 30.000.000e/ml	injectievloeistof	iv		ICC			0		
83526	filgrastim injvlst 30.000.000e/ml	injectievloeistof	iv		ICK			0		
83526	filgrastim injvlst 30.000.000e/ml	injectievloeistof	iv		NEO			0		
113794	filgrastim injvlst 60.000.000e/ml	injectievloeistof	iv		ICC			0		
113794	filgrastim injvlst 60.000.000e/ml	injectievloeistof	iv		ICK			0		
113794	filgrastim injvlst 60.000.000e/ml	injectievloeistof	iv		NEO			0		
113808	filgrastim injvlst 96.000.000e/ml	injectievloeistof	iv		ICC			0		
113808	filgrastim injvlst 96.000.000e/ml	injectievloeistof	iv		ICK			0		
113808	filgrastim injvlst 96.000.000e/ml	injectievloeistof	iv		NEO			0		
50482	flecainide injvlst 10mg/ml	injectievloeistof	iv		ICC			0		
50482	flecainide injvlst 10mg/ml	injectievloeistof	iv		ICK			0		
50482	flecainide injvlst 10mg/ml	injectievloeistof	iv		NEO			0		
147036	flucloxacilline pdr inj/infopl 2000mg	poeder voor injectie/infusieoplossing	im		ICC			4		water;lidocaine 1%
147036	flucloxacilline pdr inj/infopl 2000mg	poeder voor injectie/infusieoplossing	im		ICK			4		water;lidocaine 1%
147036	flucloxacilline pdr inj/infopl 2000mg	poeder voor injectie/infusieoplossing	im		NEO			4		water;lidocaine 1%
147036	flucloxacilline pdr inj/infopl 2000mg	poeder voor injectie/infusieoplossing	iv		ICC			20		water
147036	flucloxacilline pdr inj/infopl 2000mg	poeder voor injectie/infusieoplossing	iv		ICK			20		water
147036	flucloxacilline pdr inj/infopl 2000mg	poeder voor injectie/infusieoplossing	iv		NEO			20		water
15474	flucloxacilline pdr v injvlst 250mg	poeder voor injectievloeistof	im		ICC			1.5		water;lidocaine 1%
15474	flucloxacilline pdr v injvlst 250mg	poeder voor injectievloeistof	im		ICK			1.5		water;lidocaine 1%
15474	flucloxacilline pdr v injvlst 250mg	poeder voor injectievloeistof	im		NEO			1.5		water;lidocaine 1%
15474	flucloxacilline pdr v injvlst 250mg	poeder voor injectievloeistof	iv		ICC			5		water
15474	flucloxacilline pdr v injvlst 250mg	poeder voor injectievloeistof	iv		ICK			5		water
15474	flucloxacilline pdr v injvlst 250mg	poeder voor injectievloeistof	iv		NEO			5		water
15482	flucloxacilline pdr v injvlst 500mg	poeder voor injectievloeistof	im		ICC			2		water;lidocaine 1%
15482	flucloxacilline pdr v injvlst 500mg	poeder voor injectievloeistof	im		ICK			2		water;lidocaine 1%
15482	flucloxacilline pdr v injvlst 500mg	poeder voor injectievloeistof	im		NEO			2		water;lidocaine 1%
15482	flucloxacilline pdr v injvlst 500mg	poeder voor injectievloeistof	iv		ICC			5		water
15482	flucloxacilline pdr v injvlst 500mg	poeder voor injectievloeistof	iv		ICK			5		water
15482	flucloxacilline pdr v injvlst 500mg	poeder voor injectievloeistof	iv		NEO			5		water
15490	flucloxacilline pdr v injvlst 1000mg	poeder voor injectievloeistof	im		ICC			3		water
15490	flucloxacilline pdr v injvlst 1000mg	poeder voor injectievloeistof	im		ICK			3		water
15490	flucloxacilline pdr v injvlst 1000mg	poeder voor injectievloeistof	im		NEO			3		water
15490	flucloxacilline pdr v injvlst 1000mg	poeder voor injectievloeistof	iv		ICC			10		water
15490	flucloxacilline pdr v injvlst 1000mg	poeder voor injectievloeistof	iv		ICK			10		water
15490	flucloxacilline pdr v injvlst 1000mg	poeder voor injectievloeistof	iv		NEO			10		water
85693	fluconazol infvlst 2mg/ml	infusievloeistof	iv		ICC			0		
85693	fluconazol infvlst 2mg/ml	infusievloeistof	iv		ICK			0		
85693	fluconazol infvlst 2mg/ml	infusievloeistof	iv		NEO			0		
38938	flucytosine infvlst 10mg/ml	infusievloeistof	iv		ICC			0		
38938	flucytosine infvlst 10mg/ml	infusievloeistof	iv		ICK			0		
38938	flucytosine infvlst 10mg/ml	infusievloeistof	iv		NEO			0		
69760	flumazenil injvlst 0,1mg/ml	injectievloeistof	iv		ICC			0		
69760	flumazenil injvlst 0,1mg/ml	injectievloeistof	iv		ICK			0		
69760	flumazenil injvlst 0,1mg/ml	injectievloeistof	iv		NEO			0		
52612	fluoresceine injvlst 100mg/ml (di-na-zout)	injectievloeistof	iv		ICC			0		
52612	fluoresceine injvlst 100mg/ml (di-na-zout)	injectievloeistof	iv		ICK			0		
52612	fluoresceine injvlst 100mg/ml (di-na-zout)	injectievloeistof	iv		NEO			0		
8168	flupentixol injvlst 20mg/ml	injectievloeistof	im		ICC			0		
8168	flupentixol injvlst 20mg/ml	injectievloeistof	im		ICK			0		
8168	flupentixol injvlst 20mg/ml	injectievloeistof	im		NEO			0		
102695	folinezuur injvlst 10mg/ml	injectievloeistof	im		ICC			0		
102695	folinezuur injvlst 10mg/ml	injectievloeistof	im		ICK			0		
102695	folinezuur injvlst 10mg/ml	injectievloeistof	im		NEO			0		
102695	folinezuur injvlst 10mg/ml	injectievloeistof	iv		ICC			0		
102695	folinezuur injvlst 10mg/ml	injectievloeistof	iv		ICK			0		
102695	folinezuur injvlst 10mg/ml	injectievloeistof	iv		NEO			0		
129321	fondaparinux injvlst 5mg/ml	injectievloeistof	iv		ICC			0		
129321	fondaparinux injvlst 5mg/ml	injectievloeistof	iv		ICK			0		
129321	fondaparinux injvlst 5mg/ml	injectievloeistof	iv		NEO			0		
134902	fosaprepitant infusiepoeder 150mg	poeder voor oplossing voor infusie	iv		ICC			5		NaCl 0,9%
134902	fosaprepitant infusiepoeder 150mg	poeder voor oplossing voor infusie	iv		ICK			5		NaCl 0,9%
134902	fosaprepitant infusiepoeder 150mg	poeder voor oplossing voor infusie	iv		NEO			5		NaCl 0,9%
75760	foscarnet infvlst 24mg/ml	infusievloeistof	iv		ICC			0		
75760	foscarnet infvlst 24mg/ml	infusievloeistof	iv		ICK			0		
75760	foscarnet infvlst 24mg/ml	infusievloeistof	iv		NEO			0		
159506	fosfomycine infusiepoeder 4g	poeder voor oplossing voor infusie	iv		ICC			20		water
159506	fosfomycine infusiepoeder 4g	poeder voor oplossing voor infusie	iv		ICK			20		water
159506	fosfomycine infusiepoeder 4g	poeder voor oplossing voor infusie	iv		NEO			20		water
16802	furosemide infopl conc 10mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0		
16802	furosemide infopl conc 10mg/ml	concentraat voor oplossing voor infusie	iv		ICK			0		
16802	furosemide infopl conc 10mg/ml	concentraat voor oplossing voor infusie	iv		NEO			0		
6262	furosemide injectievlst 10mg/ml	injectievloeistof	im		ICC			0		
6262	furosemide injectievlst 10mg/ml	injectievloeistof	im		ICK			0		
6262	furosemide injectievlst 10mg/ml	injectievloeistof	im		NEO			0		
6262	furosemide injectievlst 10mg/ml	injectievloeistof	iv		ICC			0		
6262	furosemide injectievlst 10mg/ml	injectievloeistof	iv		ICK			0		
6262	furosemide injectievlst 10mg/ml	injectievloeistof	iv		NEO			0		
133965	fytomenadion injvlst 10mg/ml (par/oraal)	injectievloeistof	iv		ICC			0		
133965	fytomenadion injvlst 10mg/ml (par/oraal)	injectievloeistof	iv		ICK			0		
133965	fytomenadion injvlst 10mg/ml (par/oraal)	injectievloeistof	iv		NEO			0		
133965	fytomenadion injvlst 10mg/ml (par/oraal)	injectievloeistof	im		ICC			0		
133965	fytomenadion injvlst 10mg/ml (par/oraal)	injectievloeistof	im		ICK			0		
133965	fytomenadion injvlst 10mg/ml (par/oraal)	injectievloeistof	im		NEO			0		
72532	ganciclovir pdr v infvlst 500mg	poeder voor oplossing voor infusie	iv		ICC			10		water
72532	ganciclovir pdr v infvlst 500mg	poeder voor oplossing voor infusie	iv		ICK			10		water
72532	ganciclovir pdr v infvlst 500mg	poeder voor oplossing voor infusie	iv		NEO			10		water
91189	gelatine, gemodificeerd infvlst 40mg/ml	infusievloeistof	iv		ICC			0		
91189	gelatine, gemodificeerd infvlst 40mg/ml	infusievloeistof	iv		ICK			0		
91189	gelatine, gemodificeerd infvlst 40mg/ml	infusievloeistof	iv		NEO			0		
